Caster,¾” metal ball caster,1,https://www.pololu.com/product/955,https://www.hobbytronics.co.uk/ball-caster-metal?keyword=caster,Loose,30,30,25
Spacer,NB3 spacer 3 mm spacer for mounting ball caster,5,NB3_spacer,VK,Mounts,25,25,5
